"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_f"
5637,59.2,59.2,40.8,"Lavigny VD","Lavigny (VD)","Lavigny VD","A Lavigny, les habitants disent oui à 59,2 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 52,6 pour cent des voix. Les électeurs de Lavigny avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5638,8.7,8.7,91.3,"Lonay VD","Lonay (VD)","Lonay VD","A Lonay, les habitants disent non à 91,3 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 54 pour cent de oui. Lonay avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5639,77.2,77.2,22.8,"Lully VD","Lully (VD)","Lully VD","C'est oui à 77,2 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Lully (VD). La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 52,1 pour cent de non. Lully (VD) avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5640,8.7,8.7,91.3,"Lussy-sur-Morges VD","Lussy-sur-Morges (VD)","Lussy-sur-Morges VD","A Lussy-sur-Morges, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 91,3 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 59,4 pour cent de non. Lussy-sur-Morges avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5642,53.2,53.2,46.8,"Morges VD","Morges (VD)","Morges VD","A Morges, les habitants disent oui à 53,2 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 65,2 pour cent de non. Les citoyens de Morges avaient déjà refusé la précédente révision de l'AVS en 2017."
5643,81.1,81.1,18.9,"Préverenges VD","Préverenges (VD)","Préverenges VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Préverenges avec 81,1 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 51,4 pour cent des voix. Les électeurs de Préverenges avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5645,51.8,51.8,48.2,"Romanel-sur-Morges VD","Romanel-sur-Morges (VD)","Romanel-sur-Morges VD","C'est oui à 51,8 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Romanel-sur-Morges. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 82,7 pour cent de non. Les citoyens de Romanel-sur-Morges avaient déjà refusé la précédente révision de l'AVS en 2017."
5646,49.5,49.5,50.5,"Saint-Prex VD","Saint-Prex (VD)","Saint-Prex VD","C'est non à 50,5 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Saint-Prex. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 73,2 pour cent de oui. Les citoyens de Saint-Prex avaient déjà refusé la précédente révision de l'AVS en 2017."
5648,45.7,45.7,54.3,"Saint-Sulpice VD","Saint-Sulpice (VD)","Saint-Sulpice VD","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Saint-Sulpice (VD) avec 54,3 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 67,4 pour cent de non. Les citoyens de Saint-Sulpice (VD) avaient déjà refusé la précédente révision de l'AVS en 2017."
5649,45.4,45.4,54.6,"Tolochenaz VD","Tolochenaz (VD)","Tolochenaz VD","A Tolochenaz, les habitants disent non à 54,6 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 80,2 pour cent de oui. Les citoyens de Tolochenaz avaient déjà refusé la précédente révision de l'AVS en 2017."
5650,52.9,52.9,47.1,"Vaux-sur-Morges VD","Vaux-sur-Morges (VD)","Vaux-sur-Morges VD","Les habitants de Vaux-sur-Morges approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 52,9 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 67,6 pour cent de non. Vaux-sur-Morges avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5651,14.2,14.2,85.8,"Villars-Sainte-Croix VD","Villars-Sainte-Croix (VD)","Villars-Sainte-Croix VD","A Villars-Sainte-Croix, les habitants disent non à 85,8 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 69,6 pour cent de oui. Les citoyens de Villars-Sainte-Croix avaient déjà refusé la précédente révision de l'AVS en 2017."
5652,45.9,45.9,54.1,"Villars-sous-Yens VD","Villars-sous-Yens (VD)","Villars-sous-Yens VD","Les habitants de Villars-sous-Yens s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 54,1 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 71,4 pour cent de oui. Villars-sous-Yens avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5653,77.7,77.7,22.3,"Vufflens-le-Château VD","Vufflens-le-Château (VD)","Vufflens-le-Château VD","C'est oui à 77,7 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Vufflens-le-Château. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 54,9 pour cent de non. Vufflens-le-Château avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5654,78.4,78.4,21.6,"Vullierens VD","Vullierens (VD)","Vullierens VD","Les habitants de Vullierens approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 78,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 78,8 pour cent des voix. Les électeurs de Vullierens avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5655,73.1,73.1,26.9,"Yens VD","Yens (VD)","Yens VD","A Yens, les habitants disent oui à 73,1 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 66 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Yens passe cette fois-ci du côté du oui."
5656,36.7,36.7,63.3,"Hautemorges VD","Hautemorges (VD)","Hautemorges VD","A Hautemorges, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 63,3 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 83,6 pour cent de oui. Il n'est pas possible de comparer le résultat du vote de cette commune avec celui de la précédente révision en 2017. La commune a certainement fusionné depuis 2017."
5661,70.9,70.9,29.1,"Boulens VD","Boulens (VD)","Boulens VD","Les électeurs de Boulens valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 70,9 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 80,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Boulens passe cette fois-ci du côté du oui."
5663,22.1,22.1,77.9,"Bussy-sur-Moudon VD","Bussy-sur-Moudon (VD)","Bussy-sur-Moudon VD","Les habitants de Bussy-sur-Moudon s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 77,9 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 54 pour cent de oui. Les citoyens de Bussy-sur-Moudon avaient déjà refusé la précédente révision de l'AVS en 2017."
5665,38.1,38.1,61.9,"Chavannes-sur-Moudon VD","Chavannes-sur-Moudon (VD)","Chavannes-sur-Moudon VD","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Chavannes-sur-Moudon avec 61,9 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 80,7 pour cent de non. Les citoyens de Chavannes-sur-Moudon avaient déjà refusé la précédente révision de l'AVS en 2017."
5669,11.7,11.7,88.3,"Curtilles VD","Curtilles (VD)","Curtilles VD","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Curtilles avec 88,3 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 87,3 pour cent de non. Les citoyens de Curtilles avaient déjà refusé la précédente révision de l'AVS en 2017."
5671,21.8,21.8,78.2,"Dompierre VD","Dompierre (VD)","Dompierre VD","A Dompierre (VD), les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 50,4 pour cent de oui. Les citoyens de Dompierre (VD) avaient déjà refusé la précédente révision de l'AVS en 2017."
5673,46.3,46.3,53.7,"Hermenches VD","Hermenches (VD)","Hermenches VD","A Hermenches, les habitants disent non à 53,7 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 72,4 pour cent de oui. Les citoyens d'Hermenches avaient déjà refusé la précédente révision de l'AVS en 2017."
5674,54.3,54.3,45.7,"Lovatens VD","Lovatens (VD)","Lovatens VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Lovatens avec 54,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 74,5 pour cent de non."
5675,56.9,56.9,43.1,"Lucens VD","Lucens (VD)","Lucens VD","Les habitants de Lucens acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 56,9 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 69,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Lucens passe cette fois-ci du côté du oui."
5678,69,69,31,"Moudon VD","Moudon (VD)","Moudon VD","A Moudon, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 69 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 79 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Moudon passe cette fois-ci du côté du oui."
5680,70.4,70.4,29.6,"Ogens VD","Ogens (VD)","Ogens VD","Les habitants d'Ogens acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 70,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 70,3 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Ogens passe cette fois-ci du côté du oui."
5683,55.9,55.9,44.1,"Prévonloup VD","Prévonloup (VD)","Prévonloup VD","Les habitants de Prévonloup approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 55,9 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 84 pour cent de non. Les citoyens de Prévonloup avaient déjà refusé la précédente révision de l'AVS en 2017."
5684,78.6,78.6,21.4,"Rossenges VD","Rossenges (VD)","Rossenges VD","Les habitants de Rossenges acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78,6 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 83,4 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Rossenges passe cette fois-ci du côté du oui."
5688,20.7,20.7,79.3,"Syens VD","Syens (VD)","Syens VD","C'est non à 79,3 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Syens. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 68,1 pour cent de non. Les citoyens de Syens avaient déjà refusé la précédente révision de l'AVS en 2017."
5690,58,58,42,"Villars-le-Comte VD","Villars-le-Comte (VD)","Villars-le-Comte VD","C'est oui à 58 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Villars-le-Comte. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 98,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Villars-le-Comte passe cette fois-ci du côté du oui."
5692,77,77,23,"Vucherens VD","Vucherens (VD)","Vucherens VD","A Vucherens, les habitants disent oui à 77 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 68,1 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Vucherens passe cette fois-ci du côté du oui."
5693,41,41,59,"Montanaire VD","Montanaire (VD)","Montanaire VD","Les habitants de Montanaire rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 59 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 88,4 pour cent de non. Les citoyens de Montanaire avaient déjà refusé la précédente révision de l'AVS en 2017."
5701,18.6,18.6,81.4,"Arnex-sur-Nyon VD","Arnex-sur-Nyon (VD)","Arnex-sur-Nyon VD","Les habitants d'Arnex-sur-Nyon rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 81,4 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 72,9 pour cent de oui."
5702,35.4,35.4,64.6,"Arzier-Le Muids VD","Arzier-Le Muids (VD)","Arzier-Le Muids VD","Les habitants d'Arzier-Le Muids rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 64,6 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 58,4 pour cent de oui. Les citoyens d'Arzier-Le Muids avaient déjà refusé la précédente révision de l'AVS en 2017."
5703,24.1,24.1,75.9,"Bassins VD","Bassins (VD)","Bassins VD","A Bassins, les habitants disent non à 75,9 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 68,2 pour cent de oui. Bassins avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5704,43.8,43.8,56.2,"Begnins VD","Begnins (VD)","Begnins VD","A Begnins, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 56,2 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 61,5 pour cent de non. Les citoyens de Begnins avaient déjà refusé la précédente révision de l'AVS en 2017."
5705,76.9,76.9,23.1,"Bogis-Bossey VD","Bogis-Bossey (VD)","Bogis-Bossey VD","C'est oui à 76,9 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Bogis-Bossey. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 85,9 pour cent de non. Bogis-Bossey avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5706,33.5,33.5,66.5,"Borex VD","Borex (VD)","Borex VD","A Borex, les habitants disent non à 66,5 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 50,1 pour cent de non. Les citoyens de Borex avaient déjà refusé la précédente révision de l'AVS en 2017."
5707,17.9,17.9,82.1,"Chavannes-de-Bogis VD","Chavannes-de-Bogis (VD)","Chavannes-de-Bogis VD","Les habitants de Chavannes-de-Bogis s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 82,1 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 60 pour cent de oui. Les citoyens de Chavannes-de-Bogis avaient déjà refusé la précédente révision de l'AVS en 2017."
5708,55.4,55.4,44.6,"Chavannes-des-Bois VD","Chavannes-des-Bois (VD)","Chavannes-des-Bois VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Chavannes-des-Bois avec 55,4 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 80,4 pour cent de non. Chavannes-des-Bois avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5709,59.2,59.2,40.8,"Chéserex VD","Chéserex (VD)","Chéserex VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Chéserex avec 59,2 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 68,7 pour cent de non. Chéserex avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5710,78.4,78.4,21.6,"Coinsins VD","Coinsins (VD)","Coinsins VD","Les habitants de Coinsins acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 53,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Coinsins passe cette fois-ci du côté du oui."
5711,19.8,19.8,80.2,"Commugny VD","Commugny (VD)","Commugny VD","C'est non à 80,2 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Commugny. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 64,8 pour cent de oui. Commugny avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5712,48.4,48.4,51.6,"Coppet VD","Coppet (VD)","Coppet VD","Les habitants de Coppet rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 51,6 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 73 pour cent de oui. Coppet avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5713,23.3,23.3,76.7,"Crans-près-Céligny VD","Crans-près-Céligny (VD)","Crans-près-Céligny VD","C'est non à 76,7 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS à Crans-près-Céligny. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 64,3 pour cent de oui. Crans-près-Céligny avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5714,29.5,29.5,70.5,"Crassier VD","Crassier (VD)","Crassier VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS ne passe pas la rampe à Crassier avec 70,5 pour cent des voix. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 74,8 pour cent de oui. Crassier avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5715,59.1,59.1,40.9,"Duillier VD","Duillier (VD)","Duillier VD","C'est oui à 59,1 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Duillier. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 60,7 pour cent des voix. Les électeurs de Duillier avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5716,70.9,70.9,29.1,"Eysins VD","Eysins (VD)","Eysins VD","C'est oui à 70,9 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Eysins. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 91,8 pour cent des voix. Les électeurs d'Eysins avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5717,27.2,27.2,72.8,"Founex VD","Founex (VD)","Founex VD","A Founex, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 72,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 82,5 pour cent de non. Founex avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5718,57.1,57.1,42.9,"Genolier VD","Genolier (VD)","Genolier VD","Les électeurs de Genolier valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 57,1 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 61,1 pour cent de non. Genolier avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5719,51.4,51.4,48.6,"Gingins VD","Gingins (VD)","Gingins VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Gingins avec 51,4 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 75,9 pour cent de non. Les citoyens de Gingins avaient déjà refusé la précédente révision de l'AVS en 2017."
5720,4.2,4.2,95.8,"Givrins VD","Givrins (VD)","Givrins VD","A Givrins, les habitants sont défavorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 95,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 99,4 pour cent de non. Les citoyens de Givrins avaient déjà refusé la précédente révision de l'AVS en 2017."
5721,65.3,65.3,34.7,"Gland VD","Gland (VD)","Gland VD","A Gland, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 65,3 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 91,1 pour cent de non. Les citoyens de Gland avaient déjà refusé la précédente révision de l'AVS en 2017."
5722,62.9,62.9,37.1,"Grens VD","Grens (VD)","Grens VD","A Grens, les habitants disent oui à 62,9 pour cent à une augmentation du taux de TVA pour financer la réforme de l'AVS. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 98,6 pour cent de non. Grens avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5723,15.3,15.3,84.7,"Mies VD","Mies (VD)","Mies VD","A Mies, les habitants disent non à 84,7 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 68 pour cent de oui. Les citoyens de Mies avaient déjà refusé la précédente révision de l'AVS en 2017."
5724,48.2,48.2,51.8,"Nyon VD","Nyon (VD)","Nyon VD","L'augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS échoue à Nyon avec 51,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 51 pour cent de non. Les citoyens de Nyon avaient déjà refusé la précédente révision de l'AVS en 2017."
5725,57.5,57.5,42.5,"Prangins VD","Prangins (VD)","Prangins VD","C'est oui à 57,5 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Prangins. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 70 pour cent des voix. Les électeurs de Prangins avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5726,78,78,22,"La Rippe VD","La Rippe (VD)","La Rippe VD","Les habitants de La Rippe acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 78 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 50,8 pour cent de non. Les citoyens de La Rippe avaient déjà refusé la précédente révision de l'AVS en 2017."
5727,45.4,45.4,54.6,"Saint-Cergue VD","Saint-Cergue (VD)","Saint-Cergue VD","Les habitants de Saint-Cergue rejettent une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 54,6 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 50,9 pour cent de oui. Saint-Cergue avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5728,55.7,55.7,44.3,"Signy-Avenex VD","Signy-Avenex (VD)","Signy-Avenex VD","Une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS passe la rampe à Signy-Avenex avec 55,7 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 61,3 pour cent de non. Signy-Avenex avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5729,64.3,64.3,35.7,"Tannay VD","Tannay (VD)","Tannay VD","Les électeurs de Tannay valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 64,3 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 62,1 pour cent de non. Tannay avait accepté la précédente révision en 2017. Elle dit non cette fois-ci."
5730,51.9,51.9,48.1,"Trélex VD","Trélex (VD)","Trélex VD","C'est oui à 51,9 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à Trélex. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 83,4 pour cent des voix. Les électeurs de Trélex avaient déjà voté oui à la précédente réforme de l'AVS en 2017."
5731,16.8,16.8,83.2,"Le Vaud VD","Le Vaud (VD)","Le Vaud VD","Les habitants de Le Vaud s'opposent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 83,2 pour cent de non. Si cette proposition a été refusée, l'autre concernant la révision de l'AVS a été acceptée ce dimanche avec 78,7 pour cent de oui. Les citoyens de Le Vaud avaient déjà refusé la précédente révision de l'AVS en 2017."
5732,68.3,68.3,31.7,"Vich VD","Vich (VD)","Vich VD","Les habitants de Vich acceptent une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 68,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 59,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Vich passe cette fois-ci du côté du oui."
5741,78.1,78.1,21.9,"L'Abergement VD","L'Abergement (VD)","L'Abergement VD","C'est oui à 78,1 pour cent à une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS à L'Abergement. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 62,6 pour cent de non. Les citoyens de L'Abergement avaient déjà refusé la précédente révision de l'AVS en 2017."
5742,66.6,66.6,33.4,"Agiez VD","Agiez (VD)","Agiez VD","A Agiez, les habitants sont favorables à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS avec 66,6 pour cent des voix. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a par contre été refusée avec 50,6 pour cent de non. Les citoyens d'Agiez avaient déjà refusé la précédente révision de l'AVS en 2017."
5743,1.1,1.1,98.9,"Arnex-sur-Orbe VD","Arnex-sur-Orbe (VD)","Arnex-sur-Orbe VD","A Arnex-sur-Orbe, les habitants disent non à 98,9 pour cent à une augmentation du taux de TVA pour couvrir les besoins financiers de l'AVS. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 96,8 pour cent de non. Les citoyens d'Arnex-sur-Orbe avaient déjà refusé la précédente révision de l'AVS en 2017."
5744,64.8,64.8,35.2,"Ballaigues VD","Ballaigues (VD)","Ballaigues VD","Les habitants de Ballaigues approuvent une augmentation du taux de TVA pour financer la réforme de l'AVS avec 64,8 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 69,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Ballaigues passe cette fois-ci du côté du oui."
5745,66.7,66.7,33.3,"Baulmes VD","Baulmes (VD)","Baulmes VD","Les électeurs de Baulmes valident une hausse du taux de TVA pour couvrir les besoins financiers de l'AVS avec 66,7 pour cent des suffrages. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée avec 67,9 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Baulmes passe cette fois-ci du côté du oui."
