"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_i"
6254,13.9,13.9,86.1,"Noble-Contrée VS","Noble-Contrée (VS)","Noble-Contrée VS","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Noble-Contrée: i cittadini hanno bocciato il testo con il 86,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 44,9 percento dei voti. Impossibile comparare il risultato odierno di Noble-Contrée con quello del 2017. Questo a causa di fusioni fra varie realtà comunali."
6261,14.1,14.1,85.9,"Arbaz VS","Arbaz (VS)","Arbaz VS","Con il 85,9 percento di ""no"", i cittadini del comune di Arbaz hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 12,7 percento dei voti. Arbaz ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6263,97.8,97.8,2.2,"Grimisuat VS","Grimisuat (VS)","Grimisuat VS","Da Grimisuat è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 97,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 45,3 percento dei voti. Grimisuat ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6265,39.3,39.3,60.7,"Savièse VS","Savièse (VS)","Savièse VS","Nel comune di Savièse l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 60,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 92,5 percento dei voti. A Savièse come nel 2017 gli elettroi hanno detto no - con il 50,3 percento dei voti – alla riforma dell'AVS."
6266,48.5,48.5,51.5,"Sitten VS","Sion (VS)","Sitten VS","Da Sitten è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 51,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 26,1 percento dei voti. Sitten ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6267,72.4,72.4,27.6,"Veysonnaz VS","Veysonnaz (VS)","Veysonnaz VS","Con il 72,4 percento di ""sì"", i cittadini del comune di Veysonnaz hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 40,6 percento dei voti. Veysonnaz ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6281,4.8,4.8,95.2,"Baltschieder VS","Baltschieder (VS)","Baltschieder VS","A Baltschieder i cittadini hanno respinto, con il 95,2 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 26,2 percento dei voti. Baltschieder ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6282,5.1,5.1,94.9,"Eisten VS","Eisten (VS)","Eisten VS","I cittadini di Eisten si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 94,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 83,9 percento dei voti. A Eisten come nel 2017 gli elettroi hanno detto no - con il 62,5 percento dei voti – alla riforma dell'AVS."
6283,27.3,27.3,72.7,"Embd VS","Embd (VS)","Embd VS","Nel comune di Embd l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 72,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 0,3 percento dei voti. A Embd come nel 2017 gli elettroi hanno detto no - con il 67 percento dei voti – alla riforma dell'AVS."
6285,82.3,82.3,17.7,"Grächen VS","Grächen (VS)","Grächen VS","Nel comune di Grächen l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 82,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 37 percento dei voti. A Grächen come nel 2017 gli elettroi hanno detto no - con il 60,7 percento dei voti – alla riforma dell'AVS."
6286,46.4,46.4,53.6,"Lalden VS","Lalden (VS)","Lalden VS","Nel comune di Lalden l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 53,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 60,5 percento dei voti. Lalden ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6287,42.7,42.7,57.3,"Randa VS","Randa (VS)","Randa VS","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Randa: i cittadini hanno bocciato il testo con il 57,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 80,1 percento dei voti. A Randa come nel 2017 gli elettroi hanno detto no - con il 53,3 percento dei voti – alla riforma dell'AVS."
6288,34,34,66,"Saas-Almagell VS","Saas-Almagell (VS)","Saas-Almagell VS","Con il 66 percento di ""no"", i cittadini del comune di Saas-Almagell hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece accettata con il 73,5 percento dei voti. A Saas-Almagell come nel 2017 gli elettroi hanno detto no - con il 56,7 percento dei voti – alla riforma dell'AVS."
6289,24.4,24.4,75.6,"Saas-Balen VS","Saas-Balen (VS)","Saas-Balen VS","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Saas-Balen: i cittadini hanno bocciato il testo con il 75,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 37,6 percento dei voti. A Saas-Balen come nel 2017 gli elettroi hanno detto no - con il 54,9 percento dei voti – alla riforma dell'AVS."
6290,16.6,16.6,83.4,"Saas-Fee VS","Saas-Fee (VS)","Saas-Fee VS","I cittadini di Saas-Fee si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 83,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 37,4 percento dei voti. Saas-Fee ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6291,61.9,61.9,38.1,"Saas-Grund VS","Saas-Grund (VS)","Saas-Grund VS","I cittadini di Saas-Grund si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 61,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 47,2 percento dei voti. A Saas-Grund come nel 2017 gli elettroi hanno detto no - con il 56,8 percento dei voti – alla riforma dell'AVS."
6292,22.8,22.8,77.2,"St. Niklaus VS","Saint-Nicolas (VS)","St. Niklaus VS","Nel comune di St. Niklaus l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 77,2 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 12,9 percento dei voti. A St. Niklaus come nel 2017 gli elettroi hanno detto no - con il 56,5 percento dei voti – alla riforma dell'AVS."
6293,57.7,57.7,42.3,"Stalden VS","Stalden (VS)","Stalden VS","Nel comune di Stalden VS l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 57,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 58,1 percento dei voti. Stalden VS ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6294,22.8,22.8,77.2,"Staldenried VS","Staldenried (VS)","Staldenried VS","Nel comune di Staldenried l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 77,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 50,4 percento dei voti. Staldenried ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6295,56.5,56.5,43.5,"Täsch VS","Täsch (VS)","Täsch VS","Con il 56,5 percento di ""sì"", i cittadini del comune di Täsch hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 6,9 percento dei voti. A Täsch come nel 2017 gli elettroi hanno detto no - con il 52,2 percento dei voti – alla riforma dell'AVS."
6296,60.7,60.7,39.3,"Törbel VS","Törbel (VS)","Törbel VS","Con il 60,7 percento di ""sì"", i cittadini del comune di Törbel hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 74 percento dei voti. Törbel ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6297,81.6,81.6,18.4,"Visp VS","Viège (VS)","Visp VS","Da Visp è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 81,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 53,8 percento dei voti. A Visp come nel 2017 gli elettori hanno detto sì - con il 51,4 percento dei voti – alla riforma dell'AVS."
6298,69.6,69.6,30.4,"Visperterminen VS","Visperterminen (VS)","Visperterminen VS","Con il 69,6 percento di ""sì"", i cittadini del comune di Visperterminen hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata accettata con il 76 percento dei voti. A Visperterminen come nel 2017 gli elettori hanno detto sì - con il 63,7 percento dei voti – alla riforma dell'AVS."
6299,69.3,69.3,30.7,"Zeneggen VS","Zeneggen (VS)","Zeneggen VS","Da Zeneggen è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 69,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 44,6 percento dei voti. Zeneggen ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6300,19.6,19.6,80.4,"Zermatt VS","Zermatt (VS)","Zermatt VS","I cittadini di Zermatt si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 80,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 82 percento dei voti. A Zermatt come nel 2017 gli elettroi hanno detto no - con il 57,5 percento dei voti – alla riforma dell'AVS."
6404,49.5,49.5,50.5,"Boudry NE","Boudry (NE)","Boudry NE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Boudry: i cittadini hanno bocciato il testo con il 50,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 41,1 percento dei voti. Boudry ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6408,43.6,43.6,56.4,"Cortaillod NE","Cortaillod (NE)","Cortaillod NE","Da Cortaillod è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 56,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 95 percento dei voti. Cortaillod ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6413,0.9,0.9,99.1,"Rochefort NE","Rochefort (NE)","Rochefort NE","A Rochefort i cittadini hanno respinto, con il 99,1 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 0,2 percento dei voti. Rochefort ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6416,40.2,40.2,59.8,"Milvignes NE","Milvignes (NE)","Milvignes NE","Da Milvignes è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 59,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 46,7 percento dei voti. Milvignes ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6417,54.1,54.1,45.9,"La Grande Béroche NE","La Grande Béroche (NE)","La Grande Béroche NE","Da La Grande Béroche è arrivato un ""sì"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno accolto il testo con il 54,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 58,7 percento dei voti. Impossibile comparare il risultato odierno di La Grande Béroche con quello del 2017. Questo a causa di fusioni fra varie realtà comunali."
6421,23.4,23.4,76.6,"La Chaux-de-Fonds NE","La Chaux-de-Fonds (NE)","La Chaux-de-Fonds NE","Da La Chaux-de-Fonds è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 76,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 33,2 percento dei voti. La Chaux-de-Fonds ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6422,55.3,55.3,44.7,"Les Planchettes NE","Les Planchettes (NE)","Les Planchettes NE","Nel comune di Les Planchettes l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 55,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 55,3 percento dei voti. Les Planchettes ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6423,40.8,40.8,59.2,"La SagNE","La Sagne (NE)","La SagNE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di La Sagne: i cittadini hanno bocciato il testo con il 59,2 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 59,7 percento dei voti. La Sagne ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6432,84.6,84.6,15.4,"La BréviNE","La Brévine (NE)","La BréviNE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di La Brévine: i cittadini hanno approvato il testo con il 84,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 98,7 percento dei voti. La Brévine ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6433,85.8,85.8,14.2,"Brot-Plamboz NE","Brot-Plamboz (NE)","Brot-Plamboz NE","Nel comune di Brot-Plamboz l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 85,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 88,5 percento dei voti. Brot-Plamboz ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6434,5.3,5.3,94.7,"Le Cerneux-Péquignot NE","Le Cerneux-Péquignot (NE)","Le Cerneux-Péquignot NE","Da Le Cerneux-Péquignot è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 94,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 43,8 percento dei voti. Le Cerneux-Péquignot ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6435,97.4,97.4,2.6,"La Chaux-du-Milieu NE","La Chaux-du-Milieu (NE)","La Chaux-du-Milieu NE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di La Chaux-du-Milieu: i cittadini hanno approvato il testo con il 97,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 54,9 percento dei voti. A La Chaux-du-Milieu come nel 2017 gli elettori hanno detto sì - con il 54,4 percento dei voti – alla riforma dell'AVS."
6436,14.2,14.2,85.8,"Le Locle NE","Le Locle (NE)","Le Locle NE","I cittadini di Le Locle si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 85,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 89,1 percento dei voti. A Le Locle come nel 2017 gli elettroi hanno detto no - con il 54,2 percento dei voti – alla riforma dell'AVS."
6437,2.2,2.2,97.8,"Les Ponts-de-Martel NE","Les Ponts-de-Martel (NE)","Les Ponts-de-Martel NE","A Les Ponts-de-Martel i cittadini hanno respinto, con il 97,8 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 33,5 percento dei voti. Les Ponts-de-Martel ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6451,68.8,68.8,31.2,"Cornaux NE","Cornaux (NE)","Cornaux NE","Nel comune di Cornaux l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 68,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 73,5 percento dei voti. Cornaux ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6452,30.8,30.8,69.2,"Cressier NE","Cressier (NE)","Cressier NE","Con il 69,2 percento di ""no"", i cittadini del comune di Cressier NE hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. La seconda proposta concernente l'AVS è stata invece accettata con il 92,5 percento dei voti."
6453,24.6,24.6,75.4,"Enges NE","Enges (NE)","Enges NE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Enges: i cittadini hanno bocciato il testo con il 75,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 39,5 percento dei voti. Enges ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6454,68.8,68.8,31.2,"Hauterive NE","Hauterive (NE)","Hauterive NE","Nel comune di Hauterive NE l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 68,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 76,2 percento dei voti. A Hauterive NE come nel 2017 gli elettori hanno detto sì - con il 55,7 percento dei voti – alla riforma dell'AVS."
6455,32,32,68,"Le Landeron NE","Le Landeron (NE)","Le Landeron NE","I cittadini di Le Landeron si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 68 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 41,2 percento dei voti. A Le Landeron come nel 2017 gli elettroi hanno detto no - con il 52,9 percento dei voti – alla riforma dell'AVS."
6456,55.6,55.6,44.4,"Lignières NE","Lignières (NE)","Lignières NE","Nel comune di Lignières l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 55,6 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 44 percento dei voti. Lignières ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6458,43.4,43.4,56.6,"Neuenburg NE","Neuchâtel (NE)","Neuenburg NE","A Neuenburg i cittadini hanno respinto, con il 56,6 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Anche la seconda proposta concernente l'AVS è stata respinta con il 47,4 percento dei voti. Neuenburg ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6459,76.4,76.4,23.6,"Saint-Blaise NE","Saint-Blaise (NE)","Saint-Blaise NE","Nel comune di Saint-Blaise l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 76,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 39,9 percento dei voti. Saint-Blaise ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6461,41,41,59,"La TèNE","La Tène (NE)","La TèNE","Nel comune di La Tène l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 59 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 46,4 percento dei voti. A La Tène come nel 2017 gli elettroi hanno detto no - con il 50,7 percento dei voti – alla riforma dell'AVS."
6487,53.6,53.6,46.4,"Val-de-Ruz NE","Val-de-Ruz (NE)","Val-de-Ruz NE","Con il 53,6 percento di ""sì"", i cittadini del comune di Val-de-Ruz hanno accolto l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . La seconda proposta concernente l'AVS è stata invece respinta con il 40,9 percento dei voti. Val-de-Ruz ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6504,67.8,67.8,32.2,"La Côte-aux-Fées NE","La Côte-aux-Fées (NE)","La Côte-aux-Fées NE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di La Côte-aux-Fées: i cittadini hanno approvato il testo con il 67,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 18,4 percento dei voti. La Côte-aux-Fées ha cambiato fazione: nel 2017 era a favore della riforma AVS, mentre ora la boccia."
6511,61.5,61.5,38.5,"Les Verrières NE","Les Verrières (NE)","Les Verrières NE","A Les Verrières i cittadini hanno accolto, con il 61,5 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 91,2 percento dei voti. Les Verrières ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6512,22.5,22.5,77.5,"Val-de-Travers NE","Val-de-Travers (NE)","Val-de-Travers NE","Nel comune di Val-de-Travers l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 77,5 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 7 percento dei voti. A Val-de-Travers come nel 2017 gli elettroi hanno detto no - con il 54 percento dei voti – alla riforma dell'AVS."
6601,25.1,25.1,74.9,"Aire-la-Ville GE","Aire-la-Ville (GE)","Aire-la-Ville GE","Nel comune di Aire-la-Ville l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 74,9 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 63,2 percento dei voti. A Aire-la-Ville come nel 2017 gli elettroi hanno detto no - con il 57,2 percento dei voti – alla riforma dell'AVS."
6602,24.6,24.6,75.4,"Anières GE","Anières (GE)","Anières GE","I cittadini di Anières si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 75,4 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 67,4 percento dei voti. A Anières come nel 2017 gli elettroi hanno detto no - con il 53,4 percento dei voti – alla riforma dell'AVS."
6603,60,60,40,"Avully GE","Avully (GE)","Avully GE","Sì all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Avully: i cittadini hanno approvato il testo con il 60 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 80,9 percento dei voti. Avully ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6604,32.3,32.3,67.7,"Avusy GE","Avusy (GE)","Avusy GE","Nel comune di Avusy l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato respinto con il 67,7 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 55,2 percento dei voti. A Avusy come nel 2017 gli elettroi hanno detto no - con il 56,1 percento dei voti – alla riforma dell'AVS."
6605,39.1,39.1,60.9,"Bardonnex GE","Bardonnex (GE)","Bardonnex GE","Da Bardonnex è arrivato un ""no"" alle urne per l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. I cittadini hanno respinto il testo con il 60,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 20,6 percento dei voti. A Bardonnex come nel 2017 gli elettroi hanno detto no - con il 55,2 percento dei voti – alla riforma dell'AVS."
6606,47.7,47.7,52.3,"Bellevue GE","Bellevue (GE)","Bellevue GE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Bellevue: i cittadini hanno bocciato il testo con il 52,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 57,4 percento dei voti. A Bellevue come nel 2017 gli elettroi hanno detto no - con il 58,8 percento dei voti – alla riforma dell'AVS."
6607,28.7,28.7,71.3,"Bernex GE","Bernex (GE)","Bernex GE","No all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS nel comune di Bernex: i cittadini hanno bocciato il testo con il 71,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 89,8 percento dei voti. A Bernex come nel 2017 gli elettroi hanno detto no - con il 56,5 percento dei voti – alla riforma dell'AVS."
6608,47.8,47.8,52.2,"CarouGE","Carouge (GE)","CarouGE GE","Con il 52,2 percento di ""no"", i cittadini del comune di CarouGE hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 1,9 percento dei voti. A CarouGE come nel 2017 gli elettroi hanno detto no - con il 62,4 percento dei voti – alla riforma dell'AVS."
6609,87.2,87.2,12.8,"Cartigny GE","Cartigny (GE)","Cartigny GE","A Cartigny i cittadini hanno accolto, con il 87,2 percento dei voti, l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata accettata con il 73,8 percento dei voti. Cartigny ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6610,15.2,15.2,84.8,"Céligny GE","Céligny (GE)","Céligny GE","I cittadini di Céligny si sono opposti all'aumento dell'IVA per coprire i bisogni finanziari dell'AVS . Il testo è stato respinto con il 84,8 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 92,5 percento dei voti. A Céligny come nel 2017 gli elettroi hanno detto no - con il 56,3 percento dei voti – alla riforma dell'AVS."
6611,29.4,29.4,70.6,"Chancy GE","Chancy (GE)","Chancy GE","Con il 70,6 percento di ""no"", i cittadini del comune di Chancy hanno bocciato l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Anche la seconda proposta concernente l'AVS è stata respinta con il 12,4 percento dei voti. A Chancy come nel 2017 gli elettroi hanno detto no - con il 66,2 percento dei voti – alla riforma dell'AVS."
6612,56.4,56.4,43.6,"Chêne-Bougeries GE","Chêne-Bougeries (GE)","Chêne-Bougeries GE","Nel comune di Chêne-Bougeries l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato accettato con il 56,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 56,7 percento dei voti. Chêne-Bougeries ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6613,13.7,13.7,86.3,"Chêne-Bourg GE","Chêne-Bourg (GE)","Chêne-Bourg GE","Nel comune di Chêne-Bourg l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS è stato bocciato con il 86,3 percento dei voti. La seconda proposta concernente l'AVS è stata invece accettata con il 51,1 percento dei voti. A Chêne-Bourg come nel 2017 gli elettroi hanno detto no - con il 60,8 percento dei voti – alla riforma dell'AVS."
6614,84.4,84.4,15.6,"Choulex GE","Choulex (GE)","Choulex GE","I cittadini di Choulex si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 84,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 62,2 percento dei voti. Choulex ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6615,97.1,97.1,2.9,"Collex-Bossy GE","Collex-Bossy (GE)","Collex-Bossy GE","Nel comune di Collex-Bossy l'aumento dell'IVA per coprire i bisogni finanziari dell'AVS  è stato approvato con il 97,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 51,1 percento dei voti. Collex-Bossy ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
6616,50.5,50.5,49.5,"Collonge-Bellerive GE","Collonge-Bellerive (GE)","Collonge-Bellerive GE","I cittadini di Collonge-Bellerive si sono espressi a favore dell'aumento dell'IVA per coprire i bisogni finanziari dell'AVS. Il testo è stato approvato con il 50,5 percento dei voti. La seconda proposta concernente l'AVS è stata invece respinta con il 38,8 percento dei voti. A Collonge-Bellerive come nel 2017 gli elettroi hanno detto no - con il 54,2 percento dei voti – alla riforma dell'AVS."
